id,name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time,accesoriess_cat_name,accesoriess_cat_name
8430,Polycab 1 Sq.mm X 7 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,94600,48246,Piece,(1 Pack of 100 No),1,Polycab 1 Sq.mm X 7 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1 Sqmm,Pair,7 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,7303022534-Polycab-1-Sq.,,18%,,,,,,,,,1,1-2 Days,,
8431,Polycab 1 Sq.mm X 8 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,52950,27004.5,Piece,(1 Pack of 50 No),1,Polycab 1 Sq.mm X 8 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1 Sqmm,Pair,8 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,8881167511-Polycab-1-Sq.,,18%,,,,,,,,,1,1-2 Days,,
8432,Polycab 1 Sq.mm X 10 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,64400,32844,Piece,(1 Pack of 50 No),1,Polycab 1 Sq.mm X 10 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1 Sqmm,Pair,9 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,5019444448-Polycab-1-Sq.,,18%,,,,,,,,,1,1-2 Days,,
8434,Polycab 1 Sq.mm X 12 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,75450,38479.5,Piece,(1 Pack of 50 No),1,Polycab 1 Sq.mm X 12 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1 Sqmm,Pair,11 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,4526401967-Polycab-1-Sq.,,18%,,,,,,,,,1,1-2 Days,,
8435,Polycab 1 Sq.mm X 14 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,86250,43987.5,Piece,(1 Pack of 50 No),1,Polycab 1 Sq.mm X 14 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1 Sqmm,Pair,12 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,9802558441-Polycab-1-Sq.,,18%,,,,,,,,,1,1-2 Days,,
8436,Polycab 1 Sq.mm X 16 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,96950,49444.5,Piece,(1 Pack of 50 No),1,Polycab 1 Sq.mm X 16 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1 Sqmm,Pair,14 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,2493818951-Polycab-1-Sq.,,18%,,,,,,,,,1,1-2 Days,,
8437,Polycab 1 Sq.mm X 19 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,112850,57553.5,Piece,(1 Pack of 50 No),1,Polycab 1 Sq.mm X 19 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1 Sqmm,Pair,16 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,6344765261-Polycab-1-Sq.,,18%,,,,,,,,,1,1-2 Days,,
8438,Polycab 1 Sq.mm X 24 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,141050,71935.5,Piece,(1 Pack of 50 No),1,Polycab 1 Sq.mm X 24 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1 Sqmm,Pair,19 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,9357088015-Polycab-1-Sq.,,18%,,,,,,,,,1,1-2 Days,,
8439,Polycab 1.5 Sq.mm X 1 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,27400,13974,Piece,(1 Pack of 100 No),1,Polycab 1.5 Sq.mm X 1 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,1 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,2882748841-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,,
8440,Polycab 1.5 Sq.mm X 2 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,48100,24531,Piece,(1 Pack of 100 No),1,Polycab 1.5 Sq.mm X 2 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,2 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,6825444007-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,,
8441,Polycab 1.5 Sq.mm X 3 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,63300,32283,Piece,(1 Pack of 100 No),1,Polycab 1.5 Sq.mm X 3 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,3 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,4847032181-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,,
8442,Polycab 1.5 Sq.mm X 4 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,79600,40596,Piece,(1 Pack of 100 No),1,Polycab 1.5 Sq.mm X 4 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,4 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,5818637518-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,,
8443,Polycab 1.5 Sq.mm X 5 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,97500,49725,Piece,(1 Pack of 100 No),1,Polycab 1.5 Sq.mm X 5 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,5 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,2349987391-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,,
8444,Polycab 1.5 Sq.mm X 6 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,56300,28713,Piece,(1 Pack of 50 No),1,Polycab 1.5 Sq.mm X 6 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,6 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,8002215651-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,,
8445,Polycab 1.5 Sq.mm X 7 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,63450,32359.5,Piece,(1 Pack of 50 No),1,Polycab 1.5 Sq.mm X 7 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,7 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,2971155171-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,,
8446,Polycab 1.5 Sq.mm X 8 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,71900,36669,Piece,(1 Pack of 50 No),1,Polycab 1.5 Sq.mm X 8 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,8 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,2757609347-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,,
8447,Polycab 1.5 Sq.mm X 10 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,88550,45160.5,Piece,(1 Pack of 50 No),1,Polycab 1.5 Sq.mm X 10 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,9 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,5370641468-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,,
8449,Polycab 1.5 Sq.mm X 12 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,103400,52734,Piece,(1 Pack of 50 No),1,Polycab 1.5 Sq.mm X 12 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,11 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,9038083684-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,,
8450,Polycab 1.5 Sq.mm X 14 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,118850,60613.5,Piece,(1 Pack of 50 No),1,Polycab 1.5 Sq.mm X 14 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,12 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,2107807552-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,,
8451,Polycab 1.5 Sq.mm X 16 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,134650,68671.5,Piece,(1 Pack of 50 No),1,Polycab 1.5 Sq.mm X 16 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,14 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,7948809888-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,,
8452,Polycab 1.5 Sq.mm X 19 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,157300,80223,Piece,(1 Pack of 50 No),1,Polycab 1.5 Sq.mm X 19 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,16 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,5132742331-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,,
8453,Polycab 1.5 Sq.mm X 24 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,198100,101031,Piece,(1 Pack of 50 No),1,Polycab 1.5 Sq.mm X 24 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,1.5 Sqmm,Pair,19 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,7616948853-Polycab-1.5-S,,18%,,,,,,,,,1,1-2 Days,,
8454,Polycab 2.5 Sq.mm X 1 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,37900,19329,Piece,(1 Pack of 100 No),1,Polycab 2.5 Sq.mm X 1 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,1 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,4012815799-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,,
8455,Polycab 2.5 Sq.mm X 2 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,69500,35445,Piece,(1 Pack of 100 No),1,Polycab 2.5 Sq.mm X 2 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,2 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,8361960656-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,,
8456,Polycab 2.5 Sq.mm X 3 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 100 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,93700,47787,Piece,(1 Pack of 100 No),1,Polycab 2.5 Sq.mm X 3 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,3 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,8606553468-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,,
8457,Polycab 2.5 Sq.mm X 4 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,59100,30141,Piece,(1 Pack of 50 No),1,Polycab 2.5 Sq.mm X 4 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,4 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,5944809365-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,,
8458,Polycab 2.5 Sq.mm X 5 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,72550,37000.5,Piece,(1 Pack of 50 No),1,Polycab 2.5 Sq.mm X 5 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,5 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,9923897613-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,,
8459,Polycab 2.5 Sq.mm X 6 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,85250,43477.5,Piece,(1 Pack of 50 No),1,Polycab 2.5 Sq.mm X 6 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,6 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,3692373525-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,,
8460,Polycab 2.5 Sq.mm X 7 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,97150,49546.5,Piece,(1 Pack of 50 No),1,Polycab 2.5 Sq.mm X 7 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,7 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,1910913464-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,,
8461,Polycab 2.5 Sq.mm X 8 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,110800,56508,Piece,(1 Pack of 50 No),1,Polycab 2.5 Sq.mm X 8 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,8 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,3455279686-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,,
8462,Polycab 2.5 Sq.mm X 10 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,136600,69666,Piece,(1 Pack of 50 No),1,Polycab 2.5 Sq.mm X 10 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,9 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,9352031795-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,,
8463,Polycab 2.5 Sq.mm X 12 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,161650,82441.5,Piece,(1 Pack of 50 No),1,Polycab 2.5 Sq.mm X 12 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,11 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,8227849977-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,,
8464,Polycab 2.5 Sq.mm X 14 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 50 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,186200,94962,Piece,(1 Pack of 50 No),1,Polycab 2.5 Sq.mm X 14 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,12 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,8068373981-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,,
8465,Polycab 2.5 Sq.mm X 16 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 20 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,84440,43064.4,Piece,(1 Pack of 20 No),1,Polycab 2.5 Sq.mm X 16 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,14 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,7967061934-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,,
8466,Polycab 2.5 Sq.mm X 19 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 20 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,99000,50490,Piece,(1 Pack of 20 No),1,Polycab 2.5 Sq.mm X 19 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,16 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,9208670172-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,,
8467,Polycab 2.5 Sq.mm X 24 Traid Overall shielded Armoured Instrumentation FRLS Cable (1 Pack of 20 No),Polycab,Industrial Wires & Cables,Cables,Traid Overall shielded Armoured Instrumentation Cable,Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,124580,63535.8,Piece,(1 Pack of 20 No),1,Polycab 2.5 Sq.mm X 24 Traid Overall shielded Armoured Instrumentation FRLS Cable,,,,,,Size,2.5 Sqmm,Pair,19 Traid,Type,Overall shielded Armoured Instrumentation FRLS Cable,Packing,Coil/Drum,Unit,Meter,Voltage,300/500 Volts,,,,,,,,,,,1721296123-Product-Screen Sht Image Polycab 1.PNG,7962675642-Polycab-2.5-S,,18%,,,,,,,,,1,1-2 Days,,